D_pass,D_rush,D_pts,O_pass,O_rush,O_pts,BD_pass,BD_rush,BD_pts,BO_pass,BO_rush,BO_pts,outcome
288.3,160.6,31.1,352.6,132.6,37.3,202.6,141.8,24.4,211.5,156.6,23.5,1
288.3,160.6,31.1,352.6,132.6,37.3,246.8,171.8,30.0,192.3,158.6,23.8,1
288.3,160.6,31.1,352.6,132.6,37.3,228.8,122.3,22.5,240.9,130.1,26.8,0
288.3,160.6,31.1,352.6,132.6,37.3,291.4,156.7,32.4,322.9,247.4,48.4,0
288.3,160.6,31.1,352.6,132.6,37.3,265.2,135.9,26.2,258.2,153.1,31.1,0
288.3,160.6,31.1,352.6,132.6,37.3,245.8,157.7,25.4,162.1,182.6,22.5,0
274.0,191.3,33.3,236.1,213.7,32.8,247.9,148.3,25.7,215.3,189.1,32.0,0
274.0,191.3,33.3,236.1,213.7,32.8,198.0,133.5,17.3,257.5,182.6,31.4,0
274.0,191.3,33.3,236.1,213.7,32.8,183.8,92.9,13.7,279.0,248.2,44.3,0
274.0,191.3,33.3,236.1,213.7,32.8,268.7,147.7,31.5,270.1,91.1,21.9,0
274.0,191.3,33.3,236.1,213.7,32.8,206.3,277.3,44.1,211.1,141.5,19.8,1
274.0,191.3,33.3,236.1,213.7,32.8,263.0,163.8,27.8,264.7,199.2,40.2,0
274.0,191.3,33.3,236.1,213.7,32.8,271.2,109.1,22.7,313.2,142.9,33.8,1
274.0,191.3,33.3,236.1,213.7,32.8,197.1,222.3,27.4,246.1,159.6,29.5,1
261.7,221.8,36.2,346.4,164.1,33.9,178.4,117.0,14.8,323.6,198.4,45.6,0
261.7,221.8,36.2,346.4,164.1,33.9,206.8,139.3,20.9,228.5,173.6,32.4,0
261.7,221.8,36.2,346.4,164.1,33.9,245.3,167.8,34.8,192.3,143.4,21.7,1
261.7,221.8,36.2,346.4,164.1,33.9,222.4,140.7,19.6,222.5,167.5,30.9,0
261.7,221.8,36.2,346.4,164.1,33.9,230.8,194.5,27.2,272.8,152.8,30.1,0
261.7,221.8,36.2,346.4,164.1,33.9,262.7,92.0,26.3,252.6,219.0,36.0,0
261.7,221.8,36.2,346.4,164.1,33.9,232.6,187.3,25.1,243.7,167.5,28.5,0
206.3,277.3,44.1,211.1,141.5,19.8,180.1,157.1,21.8,211.6,173.2,28.5,0
206.3,277.3,44.1,211.1,141.5,19.8,268.7,147.7,31.5,270.1,91.1,21.9,0
206.3,277.3,44.1,211.1,141.5,19.8,217.9,149.8,28.9,83.8,325.0,33.6,0
206.3,277.3,44.1,211.1,141.5,19.8,247.9,148.3,25.7,215.3,189.1,32.0,0
206.3,277.3,44.1,211.1,141.5,19.8,274.0,191.3,33.3,236.1,213.7,32.8,0
206.3,277.3,44.1,211.1,141.5,19.8,183.8,92.9,13.7,279.0,248.2,44.3,0
206.3,277.3,44.1,211.1,141.5,19.8,263.0,163.8,27.8,264.7,199.2,40.2,0
206.3,277.3,44.1,211.1,141.5,19.8,271.2,109.1,22.7,313.2,142.9,33.8,0
206.3,277.3,44.1,211.1,141.5,19.8,181.3,144.9,16.3,161.5,199.4,26.6,0
254.9,281.8,45.7,249.2,155.6,26.3,239.8,160.5,25.7,364.3,171.3,42.4,0
254.9,281.8,45.7,249.2,155.6,26.3,269.5,162.5,32.6,255.3,202.4,31.3,0
254.9,281.8,45.7,249.2,155.6,26.3,238.7,163.1,25.1,232.7,184.0,29.9,0
254.9,281.8,45.7,249.2,155.6,26.3,208.8,136.6,23.1,373.8,77.7,37.5,0
254.9,281.8,45.7,249.2,155.6,26.3,234.7,145.6,27.3,249.6,143.0,27.1,1
254.9,281.8,45.7,249.2,155.6,26.3,223.3,164.4,27.0,249.1,133.5,26.1,0
254.9,281.8,45.7,249.2,155.6,26.3,274.7,140.9,23.8,273.1,107.9,28.4,0
254.9,281.8,45.7,249.2,155.6,26.3,185.4,116.4,15.5,238.4,176.3,26.4,0
254.9,281.8,45.7,249.2,155.6,26.3,247.4,143.1,27.0,247.8,179.4,34.8,0
