D_pass,D_rush,D_pts,O_pass,O_rush,O_pts,BD_pass,BD_rush,BD_pts,BO_pass,BO_rush,BO_pts,outcome
248.6,160.0,29.9,256.9,72.1,20.6,276.2,139.0,26.4,229.5,246.1,35.0,0
248.9,166.3,27.8,335.9,126.3,33.2,281.7,147.2,28.5,260.5,104.4,21.5,1
248.9,166.3,27.8,335.9,126.3,33.2,206.6,189.0,25.5,280.8,159.9,30.3,0
248.9,166.3,27.8,335.9,126.3,33.2,187.9,55.9,10.9,245.7,215.3,34.7,1
248.9,166.3,27.8,335.9,126.3,33.2,217.5,139.5,21.1,245.2,155.1,31.5,0
248.9,166.3,27.8,335.9,126.3,33.2,153.5,164.5,18.2,252.4,175.4,36.4,0
248.9,166.3,27.8,335.9,126.3,33.2,306.7,176.8,36.8,269.5,175.7,28.1,1
248.9,166.3,27.8,335.9,126.3,33.2,299.5,148.7,30.6,245.5,158.5,24.3,1
248.9,166.3,27.8,335.9,126.3,33.2,223.6,103.3,16.3,282.7,177.5,36.9,0
248.9,166.3,27.8,335.9,126.3,33.2,273.9,113.4,23.9,266.9,116.5,25.3,1
248.9,166.3,27.8,335.9,126.3,33.2,318.1,142.2,35.4,247.5,158.5,27.5,1
276.2,139.0,26.4,229.5,246.1,35.0,285.5,167.5,33.3,256.2,158.5,33.1,1
276.2,139.0,26.4,229.5,246.1,35.0,298.0,146.1,29.4,291.5,163.8,33.7,0
276.2,139.0,26.4,229.5,246.1,35.0,214.1,161.5,21.9,197.4,185.2,31.0,1
276.2,139.0,26.4,229.5,246.1,35.0,304.2,164.4,28.6,317.9,156.7,31.1,0
276.2,139.0,26.4,229.5,246.1,35.0,217.3,142.1,19.5,260.4,179.1,33.9,0
276.2,139.0,26.4,229.5,246.1,35.0,243.9,125.0,25.2,330.5,148.5,35.6,1
276.2,139.0,26.4,229.5,246.1,35.0,203.5,141.9,27.0,209.1,208.6,31.5,1
276.2,139.0,26.4,229.5,246.1,35.0,250.1,222.2,33.8,241.7,144.4,25.1,1
276.2,139.0,26.4,229.5,246.1,35.0,248.6,160.0,29.9,256.9,72.1,20.6,1
201.0,214.9,30.6,142.5,157.3,17.5,128.5,109.7,10.7,282.5,260.5,45.9,0
201.0,214.9,30.6,142.5,157.3,17.5,239.5,150.5,25.9,270.9,184.4,30.4,0
201.0,214.9,30.6,142.5,157.3,17.5,202.5,188.1,30.3,181.5,152.1,25.3,0
201.0,214.9,30.6,142.5,157.3,17.5,201.7,107.7,20.2,265.9,123.9,28.8,1
201.0,214.9,30.6,142.5,157.3,17.5,204.4,118.8,22.9,257.4,123.6,33.2,0
201.0,214.9,30.6,142.5,157.3,17.5,229.8,118.1,22.3,208.8,172.5,30.8,0
201.0,214.9,30.6,142.5,157.3,17.5,238.7,140.1,29.1,235.6,152.9,23.2,1
293.7,132.0,27.0,189.4,261.5,27.2,233.2,228.5,38.0,203.5,145.5,22.1,1
293.7,132.0,27.0,189.4,261.5,27.2,184.4,130.9,16.2,344.3,168.9,48.5,0
293.7,132.0,27.0,189.4,261.5,27.2,237.6,200.7,32.1,172.3,126.0,17.1,1
293.7,132.0,27.0,189.4,261.5,27.2,188.5,129.8,19.9,226.0,152.4,25.5,0
293.7,132.0,27.0,189.4,261.5,27.2,192.3,129.2,20.2,260.7,159.0,32.1,0
293.7,132.0,27.0,189.4,261.5,27.2,196.9,109.6,16.2,213.5,213.7,32.7,0
293.7,132.0,27.0,189.4,261.5,27.2,232.7,129.3,23.5,386.8,174.3,48.5,0
281.7,147.2,28.5,260.5,104.4,21.5,203.5,148.1,24.8,122.6,162.1,15.2,1
281.7,147.2,28.5,260.5,104.4,21.5,248.9,166.3,27.8,335.9,126.3,33.2,0
281.7,147.2,28.5,260.5,104.4,21.5,223.6,103.3,16.3,282.7,177.5,36.9,0
281.7,147.2,28.5,260.5,104.4,21.5,285.5,167.5,33.3,256.2,158.5,33.1,1
281.7,147.2,28.5,260.5,104.4,21.5,217.5,139.5,21.1,245.2,155.1,31.5,1
281.7,147.2,28.5,260.5,104.4,21.5,318.1,142.2,35.4,247.5,158.5,27.5,0
281.7,147.2,28.5,260.5,104.4,21.5,306.7,176.8,36.8,269.5,175.7,28.1,1
281.7,147.2,28.5,260.5,104.4,21.5,299.5,148.7,30.6,245.5,158.5,24.3,0
281.7,147.2,28.5,260.5,104.4,21.5,290.6,176.5,31.5,456.7,76.3,41.5,0
273.8,159.4,27.5,277.5,139.6,30.2,204.4,118.8,22.9,257.4,123.6,33.2,0
273.8,159.4,27.5,277.5,139.6,30.2,256.3,183.2,32.8,238.8,214.5,34.5,1
273.8,159.4,27.5,277.5,139.6,30.2,238.7,140.1,29.1,235.6,152.9,23.2,1
273.8,159.4,27.5,277.5,139.6,30.2,128.5,109.7,10.7,282.5,260.5,45.9,0
273.8,159.4,27.5,277.5,139.6,30.2,245.9,161.0,28.4,286.5,177.9,33.0,0
273.8,159.4,27.5,277.5,139.6,30.2,248.1,206.2,30.7,238.7,151.6,27.3,1
273.8,159.4,27.5,277.5,139.6,30.2,201.7,107.7,20.2,265.9,123.9,28.8,0
273.8,159.4,27.5,277.5,139.6,30.2,297.5,190.7,32.8,188.9,268.2,31.4,1
237.6,200.7,32.1,172.3,126.0,17.1,199.3,68.5,10.7,215.1,198.3,31.2,0
237.6,200.7,32.1,172.3,126.0,17.1,232.7,129.3,23.5,386.8,174.3,48.5,0
237.6,200.7,32.1,172.3,126.0,17.1,293.7,132.0,27.0,189.4,261.5,27.2,0
237.6,200.7,32.1,172.3,126.0,17.1,188.5,129.8,19.9,226.0,152.4,25.5,1
237.6,200.7,32.1,172.3,126.0,17.1,227.9,153.2,25.0,232.9,157.0,24.2,0
237.6,200.7,32.1,172.3,126.0,17.1,193.0,110.5,14.2,292.3,124.2,32.4,0
237.6,200.7,32.1,172.3,126.0,17.1,178.5,143.5,18.9,127.4,252.4,24.6,0
256.3,183.2,32.8,238.8,214.5,34.5,153.5,164.5,18.2,252.4,175.4,36.4,0
256.3,183.2,32.8,238.8,214.5,34.5,273.8,159.4,27.5,277.5,139.6,30.2,0
256.3,183.2,32.8,238.8,214.5,34.5,297.5,190.7,32.8,188.9,268.2,31.4,1
256.3,183.2,32.8,238.8,214.5,34.5,245.9,161.0,28.4,286.5,177.9,33.0,1
256.3,183.2,32.8,238.8,214.5,34.5,128.5,109.7,10.7,282.5,260.5,45.9,0
256.3,183.2,32.8,238.8,214.5,34.5,204.4,118.8,22.9,257.4,123.6,33.2,1
256.3,183.2,32.8,238.8,214.5,34.5,201.7,107.7,20.2,265.9,123.9,28.8,0
256.3,183.2,32.8,238.8,214.5,34.5,238.7,140.1,29.1,235.6,152.9,23.2,1
256.3,183.2,32.8,238.8,214.5,34.5,248.1,206.2,30.7,238.7,151.6,27.3,1
246.3,196.5,37.5,133.9,129.2,13.9,191.8,114.3,12.2,242.2,131.7,23.5,0
246.3,196.5,37.5,133.9,129.2,13.9,297.5,190.7,32.8,188.9,268.2,31.4,0
246.3,196.5,37.5,133.9,129.2,13.9,161.1,105.9,16.2,247.5,155.1,33.5,0
246.3,196.5,37.5,133.9,129.2,13.9,264.8,186.1,36.1,176.0,169.9,26.1,0
246.3,196.5,37.5,133.9,129.2,13.9,193.8,134.9,23.0,306.1,130.4,31.5,0
246.3,196.5,37.5,133.9,129.2,13.9,176.3,123.8,21.0,247.1,184.7,35.9,0
246.3,196.5,37.5,133.9,129.2,13.9,126.2,91.2,10.5,248.3,282.1,49.4,0
246.3,196.5,37.5,133.9,129.2,13.9,215.9,103.5,23.3,229.1,126.2,22.3,0
298.0,146.1,29.4,291.5,163.8,33.7,232.7,129.3,23.5,386.8,174.3,48.5,0
298.0,146.1,29.4,291.5,163.8,33.7,276.2,139.0,26.4,229.5,246.1,35.0,1
298.0,146.1,29.4,291.5,163.8,33.7,248.6,160.0,29.9,256.9,72.1,20.6,1
298.0,146.1,29.4,291.5,163.8,33.7,250.1,222.2,33.8,241.7,144.4,25.1,1
298.0,146.1,29.4,291.5,163.8,33.7,203.5,141.9,27.0,209.1,208.6,31.5,0
298.0,146.1,29.4,291.5,163.8,33.7,214.1,161.5,21.9,197.4,185.2,31.0,1
298.0,146.1,29.4,291.5,163.8,33.7,243.9,125.0,25.2,330.5,148.5,35.6,0
298.0,146.1,29.4,291.5,163.8,33.7,217.3,142.1,19.5,260.4,179.1,33.9,0
299.5,148.7,30.6,245.5,158.5,24.3,210.0,184.7,27.8,222.8,205.0,28.4,1
299.5,148.7,30.6,245.5,158.5,24.3,273.9,113.4,23.9,266.9,116.5,25.3,1
299.5,148.7,30.6,245.5,158.5,24.3,306.7,176.8,36.8,269.5,175.7,28.1,0
299.5,148.7,30.6,245.5,158.5,24.3,223.6,103.3,16.3,282.7,177.5,36.9,0
299.5,148.7,30.6,245.5,158.5,24.3,290.6,176.5,31.5,456.7,76.3,41.5,0
299.5,148.7,30.6,245.5,158.5,24.3,248.9,166.3,27.8,335.9,126.3,33.2,0
299.5,148.7,30.6,245.5,158.5,24.3,318.1,142.2,35.4,247.5,158.5,27.5,0
299.5,148.7,30.6,245.5,158.5,24.3,281.7,147.2,28.5,260.5,104.4,21.5,1
299.5,148.7,30.6,245.5,158.5,24.3,217.5,139.5,21.1,245.2,155.1,31.5,1
264.8,186.1,36.1,176.0,169.9,26.1,248.1,206.2,30.7,238.7,151.6,27.3,1
264.8,186.1,36.1,176.0,169.9,26.1,235.5,89.8,14.8,242.1,166.4,35.0,0
264.8,186.1,36.1,176.0,169.9,26.1,246.3,196.5,37.5,133.9,129.2,13.9,1
264.8,186.1,36.1,176.0,169.9,26.1,193.8,134.9,23.0,306.1,130.4,31.5,0
264.8,186.1,36.1,176.0,169.9,26.1,176.3,123.8,21.0,247.1,184.7,35.9,0
264.8,186.1,36.1,176.0,169.9,26.1,161.1,105.9,16.2,247.5,155.1,33.5,0
264.8,186.1,36.1,176.0,169.9,26.1,126.2,91.2,10.5,248.3,282.1,49.4,0
264.8,186.1,36.1,176.0,169.9,26.1,210.0,184.7,27.8,222.8,205.0,28.4,0
285.5,167.5,33.3,256.2,158.5,33.1,276.2,139.0,26.4,229.5,246.1,35.0,0
285.5,167.5,33.3,256.2,158.5,33.1,281.7,147.2,28.5,260.5,104.4,21.5,0
285.5,167.5,33.3,256.2,158.5,33.1,318.1,142.2,35.4,247.5,158.5,27.5,1
285.5,167.5,33.3,256.2,158.5,33.1,187.9,55.9,10.9,245.7,215.3,34.7,0
285.5,167.5,33.3,256.2,158.5,33.1,306.7,176.8,36.8,269.5,175.7,28.1,1
285.5,167.5,33.3,256.2,158.5,33.1,217.5,139.5,21.1,245.2,155.1,31.5,0
285.5,167.5,33.3,256.2,158.5,33.1,273.9,113.4,23.9,266.9,116.5,25.3,1
285.5,167.5,33.3,256.2,158.5,33.1,290.6,176.5,31.5,456.7,76.3,41.5,0
248.1,206.2,30.7,238.7,151.6,27.3,191.8,114.3,12.2,242.2,131.7,23.5,0
248.1,206.2,30.7,238.7,151.6,27.3,126.2,91.2,10.5,248.3,282.1,49.4,0
318.1,142.2,35.4,247.5,158.5,27.5,194.9,141.3,25.5,316.8,257.9,45.3,0
318.1,142.2,35.4,247.5,158.5,27.5,290.6,176.5,31.5,456.7,76.3,41.5,1
318.1,142.2,35.4,247.5,158.5,27.5,306.7,176.8,36.8,269.5,175.7,28.1,0
318.1,142.2,35.4,247.5,158.5,27.5,285.5,167.5,33.3,256.2,158.5,33.1,0
318.1,142.2,35.4,247.5,158.5,27.5,281.7,147.2,28.5,260.5,104.4,21.5,1
318.1,142.2,35.4,247.5,158.5,27.5,273.9,113.4,23.9,266.9,116.5,25.3,1
318.1,142.2,35.4,247.5,158.5,27.5,299.5,148.7,30.6,245.5,158.5,24.3,1
318.1,142.2,35.4,247.5,158.5,27.5,187.9,55.9,10.9,245.7,215.3,34.7,0
318.1,142.2,35.4,247.5,158.5,27.5,248.9,166.3,27.8,335.9,126.3,33.2,0
233.2,228.5,38.0,203.5,145.5,22.1,293.7,132.0,27.0,189.4,261.5,27.2,0
233.2,228.5,38.0,203.5,145.5,22.1,178.5,143.5,18.9,127.4,252.4,24.6,0
233.2,228.5,38.0,203.5,145.5,22.1,196.9,109.6,16.2,213.5,213.7,32.7,0
233.2,228.5,38.0,203.5,145.5,22.1,184.4,130.9,16.2,344.3,168.9,48.5,0
233.2,228.5,38.0,203.5,145.5,22.1,232.7,129.3,23.5,386.8,174.3,48.5,0
290.6,176.5,31.5,456.7,76.3,41.5,318.1,142.2,35.4,247.5,158.5,27.5,0
290.6,176.5,31.5,456.7,76.3,41.5,187.9,55.9,10.9,245.7,215.3,34.7,0
290.6,176.5,31.5,456.7,76.3,41.5,273.9,113.4,23.9,266.9,116.5,25.3,0
290.6,176.5,31.5,456.7,76.3,41.5,299.5,148.7,30.6,245.5,158.5,24.3,1
290.6,176.5,31.5,456.7,76.3,41.5,223.6,103.3,16.3,282.7,177.5,36.9,0
290.6,176.5,31.5,456.7,76.3,41.5,281.7,147.2,28.5,260.5,104.4,21.5,1
290.6,176.5,31.5,456.7,76.3,41.5,285.5,167.5,33.3,256.2,158.5,33.1,1
304.2,164.4,28.6,317.9,156.7,31.1,306.7,176.8,36.8,269.5,175.7,28.1,0
304.2,164.4,28.6,317.9,156.7,31.1,194.9,141.3,25.5,316.8,257.9,45.3,0
304.2,164.4,28.6,317.9,156.7,31.1,276.2,139.0,26.4,229.5,246.1,35.0,1
304.2,164.4,28.6,317.9,156.7,31.1,217.3,142.1,19.5,260.4,179.1,33.9,0
304.2,164.4,28.6,317.9,156.7,31.1,243.9,125.0,25.2,330.5,148.5,35.6,0
304.2,164.4,28.6,317.9,156.7,31.1,250.1,222.2,33.8,241.7,144.4,25.1,0
304.2,164.4,28.6,317.9,156.7,31.1,248.6,160.0,29.9,256.9,72.1,20.6,1
304.2,164.4,28.6,317.9,156.7,31.1,203.5,141.9,27.0,209.1,208.6,31.5,0
304.2,164.4,28.6,317.9,156.7,31.1,214.1,161.5,21.9,197.4,185.2,31.0,0
250.1,222.2,33.8,241.7,144.4,25.1,297.5,190.7,32.8,188.9,268.2,31.4,1
250.1,222.2,33.8,241.7,144.4,25.1,248.6,160.0,29.9,256.9,72.1,20.6,0
250.1,222.2,33.8,241.7,144.4,25.1,203.5,141.9,27.0,209.1,208.6,31.5,0
250.1,222.2,33.8,241.7,144.4,25.1,194.9,141.3,25.5,316.8,257.9,45.3,0
250.1,222.2,33.8,241.7,144.4,25.1,298.0,146.1,29.4,291.5,163.8,33.7,0
250.1,222.2,33.8,241.7,144.4,25.1,304.2,164.4,28.6,317.9,156.7,31.1,1
250.1,222.2,33.8,241.7,144.4,25.1,214.1,161.5,21.9,197.4,185.2,31.0,0
250.1,222.2,33.8,241.7,144.4,25.1,276.2,139.0,26.4,229.5,246.1,35.0,0
250.1,222.2,33.8,241.7,144.4,25.1,243.9,125.0,25.2,330.5,148.5,35.6,0
306.7,176.8,36.8,269.5,175.7,28.1,304.2,164.4,28.6,317.9,156.7,31.1,1
306.7,176.8,36.8,269.5,175.7,28.1,318.1,142.2,35.4,247.5,158.5,27.5,1
306.7,176.8,36.8,269.5,175.7,28.1,299.5,148.7,30.6,245.5,158.5,24.3,1
306.7,176.8,36.8,269.5,175.7,28.1,217.5,139.5,21.1,245.2,155.1,31.5,0
306.7,176.8,36.8,269.5,175.7,28.1,248.9,166.3,27.8,335.9,126.3,33.2,0
306.7,176.8,36.8,269.5,175.7,28.1,281.7,147.2,28.5,260.5,104.4,21.5,0
306.7,176.8,36.8,269.5,175.7,28.1,285.5,167.5,33.3,256.2,158.5,33.1,0
306.7,176.8,36.8,269.5,175.7,28.1,223.6,103.3,16.3,282.7,177.5,36.9,0
306.7,176.8,36.8,269.5,175.7,28.1,187.9,55.9,10.9,245.7,215.3,34.7,0
297.5,190.7,32.8,188.9,268.2,31.4,229.8,118.1,22.3,208.8,172.5,30.8,1
297.5,190.7,32.8,188.9,268.2,31.4,250.1,222.2,33.8,241.7,144.4,25.1,0
297.5,190.7,32.8,188.9,268.2,31.4,246.3,196.5,37.5,133.9,129.2,13.9,1
297.5,190.7,32.8,188.9,268.2,31.4,245.9,161.0,28.4,286.5,177.9,33.0,0
297.5,190.7,32.8,188.9,268.2,31.4,256.3,183.2,32.8,238.8,214.5,34.5,0
297.5,190.7,32.8,188.9,268.2,31.4,238.7,140.1,29.1,235.6,152.9,23.2,1
297.5,190.7,32.8,188.9,268.2,31.4,128.5,109.7,10.7,282.5,260.5,45.9,0
297.5,190.7,32.8,188.9,268.2,31.4,248.1,206.2,30.7,238.7,151.6,27.3,1
297.5,190.7,32.8,188.9,268.2,31.4,273.8,159.4,27.5,277.5,139.6,30.2,0
297.5,190.7,32.8,188.9,268.2,31.4,153.5,164.5,18.2,252.4,175.4,36.4,0
